,equal_weight,cap_weighted,min_variance,mean_variance,risk_parity,momentum
2015-10-01,0.07079358176682879,0.08375132324505534,0.04377231523964688,0.11864246949209242,0.06213896798015184,0.10081191387831867
2015-11-01,0.006755680932804483,0.01725974946978836,0.00755707379146401,0.005060736890461601,0.006422584095225332,0.01138263890001995
2015-12-01,-0.008212751715263726,0.007976229059008003,0.01438699813119399,-0.025167915596326633,-0.000698804162804249,-0.016978663033691766
2016-01-01,-0.02268669956029594,-0.006232499879408879,0.0001401004520432761,-0.035884130949878267,-0.012337894381146216,-0.04033273404081677
2016-02-01,0.007669706209831231,-0.024645336042562575,0.01270370296004302,-0.01900177611524639,0.008257198422235896,-0.020874413674111466
2016-03-01,0.06209887235190299,0.05723543111990536,0.07321353934803623,0.03878546865221951,0.061678106807682494,0.04807000568117331
2016-04-01,0.010973980923485699,-0.01911804794899653,-0.020175912914811692,0.0012042448803912117,0.0041213807165026775,-0.006081263627410452
2016-05-01,0.02036589671425279,0.04570354475803437,0.034344777302687875,0.013944688415306007,0.025284528698120073,0.019437514454045717
2016-06-01,0.018441237303067605,0.005445696352806244,0.03528665389554743,0.015029722882483958,0.023155259813641655,0.03404198418623131
2016-07-01,0.026808476276756518,0.04180818224511468,0.015083746707219547,0.03857063912426583,0.02209265402855633,0.01479431172017115
2016-08-01,-0.0034488354558844664,-0.0018392801387884946,-0.009236110541993046,-0.013109689793509615,-0.005780507680673144,-0.0009805380882262162
2016-09-01,0.0019055266366646987,-0.0015285504832880156,0.002944926050136583,-0.01288841650317921,0.0010861274802939707,0.01454650809775348
2016-10-01,-0.01998403505350277,-0.002849393647836364,-0.0245427190277852,-0.013863569874739872,-0.022364110729139616,-0.0182902449850968
2016-11-01,0.03812517207649836,0.020849515281825985,0.003946313349715955,0.04560661046618915,0.026636636310695717,0.0292184048192565
2016-12-01,0.02631545087836874,0.025634586827096476,0.013759367890150235,0.04420786554783669,0.02323822849137135,0.011021277009116532
2017-01-01,0.005531283007783217,0.00523399502397762,-0.007086819795809034,0.016640447687257313,0.002639681128205042,0.022117319432466347
2017-02-01,0.03714641325301404,0.027736612324508404,0.034179296437791475,0.03356228230046713,0.03913957074543894,0.03860881111100835
2017-03-01,0.0036999299289320322,0.01455428005486512,0.0063343262025600516,0.013851552949403774,0.005614920609751648,-0.0030880227249538016
2017-04-01,0.010687406542358571,0.018978181033766566,0.014628437667223047,0.014291545376872434,0.011311735368084587,0.013582153681402129
2017-05-01,0.0062101463690004575,0.014617484471016975,0.01706300760370585,0.013194462217389735,0.011065985543341084,-0.0034586704751139825
2017-06-01,0.011585980207585707,0.0010083268769030972,-0.00868157567120361,0.009934503341714616,0.006510954407315125,0.0176216196559775
2017-07-01,0.016076999475345122,0.03146670664556981,0.024135971334605422,0.010213625956327957,0.01745385580935809,0.026354088068786186
2017-08-01,-0.0010343793613525921,0.010011318651837789,-0.004236035041108999,0.011563647880880597,-0.00111758655075968,-1.677946650208251e-05
2017-09-01,0.017981954387400273,0.010931435006991445,0.023864069180973,0.013373690943370264,0.016652188695918804,0.01829269203212465
2017-10-01,0.04904918763055973,0.0738415336328642,0.043176612877912905,0.08621111587235596,0.05025559177024473,0.09282623910604866
2017-11-01,0.03792851363160409,0.03584080952937306,0.03990495086372922,0.03074500249845317,0.03984912913887438,0.045998908200465934
2017-12-01,0.01704215671497114,0.014569041083375865,0.012644332668799467,0.00256817693692101,0.015324153406164739,0.024609906183068114
2018-01-01,0.041410719718735695,0.07035881820662927,0.034842245293420636,0.06282722437725423,0.03961578864816753,0.06143272242819405
