,CAT,DIS,IBM,JNJ,JPM,KO,MMM,MSFT,PFE,PG,WMT,XOM
2019-07-01,0.14429273038092874,4.385369158727429e-10,0.0032467090030941486,7.777902139435213e-10,3.418672062685946e-10,0.24999999966072678,0.15570726905246599,0.1467532894833026,0.24999999973586712,0.05000000025693975,7.338776409070804e-10,1.3460345655808256e-10
2019-08-01,0.14429273045169372,4.939220869256064e-10,0.0032467082777799046,9.002469496525024e-10,3.8114281552025723e-10,0.24999999961785088,0.15570726892484402,0.14675328977151497,0.24999999970463763,0.05000000029094809,1.0340842663927154e-09,1.5133514211236726e-10
2019-09-01,0.14429273055145017,5.579762227347954e-10,0.0032467073760135464,1.03963347230331e-09,4.2574860532371134e-10,0.24999999956515886,0.15570726877798852,0.14675329012583313,0.24999999966673253,0.05000000033231821,1.4097454807513643e-09,1.7140202235912759e-10
2019-10-01,0.14429272990251488,4.100411321734858e-10,0.003246709163126322,7.046464533439369e-10,3.2545985929467113e-10,0.24999999968866796,0.1557072695686211,0.1467532896451846,0.24999999974638343,0.0500000002336991,4.845070766073338e-10,1.2714848150267514e-10
2019-11-01,0.14429272993919076,4.2526792598874587e-10,0.0032467089780849052,7.386500301726248e-10,3.3487045660352096e-10,0.24999999967445596,0.15570726952095743,0.14675328970619306,0.24999999973716663,0.050000000245043676,5.685217012856298e-10,1.3159793652560223e-10
2019-12-01,0.14429272992975337,4.461868437437709e-10,0.0032467087043975447,7.837083565177363e-10,3.4894105019527817e-10,0.24999999965321368,0.1557072695013838,0.14675328983170688,0.24999999972654016,0.05000000026270726,6.733233042088511e-10,1.3813833341969334e-10
2020-01-01,0.1442927300001915,4.1968862112447804e-10,0.003246709100964758,7.270769900798848e-10,3.2903842252339695e-10,0.2499999996725631,0.15570726945384442,0.14675328962402637,0.24999999973929635,0.050000000247273135,5.561642434753399e-10,1.298725801154553e-10
2020-02-01,0.1442927300873208,5.263837495434365e-10,0.003246707693726288,9.596867449018772e-10,3.9993914163985947e-10,0.24999999957159455,0.15570726924466113,0.14675329020683558,0.2499999996763514,0.05000000033032117,1.1402378002210968e-09,1.6294222570189213e-10
2020-03-01,0.13500546695805624,3.8221150248829766e-10,2.3661233996280474e-10,9.180457743259753e-10,7.13965008159207e-10,0.24999999856803845,0.06824124629991705,0.24675328240269406,0.2499999994682887,0.050000001290752084,2.6192143667202234e-09,1.4220461447007906e-10
2020-04-01,0.21936198596163908,2.2649997434917968e-10,3.602881943292285e-10,5.747802414095747e-10,3.08874933485327e-10,0.24999999844475307,0.06824124681418801,0.24675328368742191,0.15000000426016888,0.05000000107796704,0.015643478120972443,1.6244622706930056e-10
2020-05-01,0.22754754662234733,1.6663062174841545e-10,3.563302128586553e-10,5.150261521388197e-10,1.4619813744603786e-10,0.20061832924863898,0.06824124632573922,0.24675328404331487,0.09938168260454319,0.05000000116475219,0.10745790870651781,9.996128162757157e-11
2020-06-01,0.24999999516123136,7.610022980132736e-10,3.0257223608517437e-09,1.3789825175585353e-09,9.253917312890547e-10,0.17462301526176774,0.04956069000043599,0.24999999761175865,0.07644866719645674,0.12430076019954601,0.07506686817120473,3.064999804778101e-10
2020-07-01,0.249999999270801,2.105572535655541e-10,6.609206061931231e-10,3.3286436736244596e-10,2.319695939393045e-10,0.10583821324920557,0.045739578705219004,0.24999999940161557,0.06066250991792311,0.19416178472635842,0.0935979132087343,8.383108217485184e-11
2020-08-01,0.24999999896919195,4.1937915104855125e-10,1.2712549317003535e-09,5.493981189100019e-10,4.490129974343162e-10,0.10583816274679056,0.04573957568703162,0.24999999885915192,0.06066249968221833,0.19416183172988769,0.09359792946773192,1.6895157213544687e-10
2020-09-01,0.2499999986587867,6.300407199219442e-10,1.6570499709742447e-09,6.122139394829989e-10,6.495409266954618e-10,0.10583816398992044,0.04573957564839346,0.24999999830073968,0.060662500910639905,0.19416182709364152,0.09359793160983204,2.392029249297217e-10
2020-10-01,0.2499999977040887,6.111157409842453e-10,1.2383712946574875e-09,3.823279437364052e-10,3.976976673070594e-10,0.10583813619549592,0.002428329440525982,0.24999999907482578,0.16066249344408906,0.19416182594692363,0.036909215475133435,8.94049867364095e-11
2020-11-01,0.22542140951086925,7.795106171245646e-10,5.436534057725807e-10,5.763088397153671e-10,5.392187725724291e-10,0.03041677347223632,0.0024283104824362653,0.24999999891251368,0.22074140005970722,0.2340828961307829,0.03690920888833721,1.0442573536486285e-10
2020-12-01,0.2094925983732138,2.2718747992142564e-09,1.2163915093960275e-09,1.4215663846711144e-09,1.3439949177988867e-09,1.0592774926332951e-08,0.006211988773533862,0.2499999981941193,0.24999999479492457,0.24999999350597343,0.03429540928278942,2.2883885700622597e-10
2021-01-01,0.2094926460735161,4.446400562354425e-09,1.6977478217975611e-09,3.0495074712670735e-09,2.834848051205361e-09,1.3237900589779716e-08,0.006211919318716616,0.2499999957551742,0.24999999345620363,0.24999999839441403,0.03429542128266216,4.5290863175702317e-10
2021-02-01,0.20949264661799089,4.5834262074699064e-09,1.719600324005077e-09,3.1531970954745256e-09,2.9295315814034868e-09,1.3703916367575309e-08,0.006211918536472308,0.2499999956105121,0.24999999331484019,0.2499999984094968,0.03429542095445614,4.665573685417171e-10
